score,sentence1,sentence2
3.8,چندین نفر در حال گذر از یک پل در صف هستند,چند نفر در صف از روی پل نمی گذرند
4.9,پسر جوانی در حال پریدن به آب است,یک بچه جوان در حال پریدن به آب است
2.2,پسر جوانی در حال پریدن از آب است,کودکی کت زرد پوشیده و از روی سنگ به پایین می پرد
2.6,کودکی کت زرد پوشیده و از روی سنگ به پایین می پرد,پسر جوانی در حال پریدن به آب است
4.9,کودک خردسال در حال پیاده روی با اسکوتر سه چرخ در پیاده رو است,یک کودک خردسال در حال پیاده روی با اسکوتر سه چرخ در پیاده رو است
3.6,هیچ کودک خردسالی با اسکوتر سه چرخ در پیاده رو سوار نمی شود,یک کودک نوپا سوار اسباب بازی اسکوتر پلاستیکی است
4.4,سه مرد در دامنه کوه نشسته اند و با یک دوربین شکاری چشم انداز را تماشا می کنند,سه کوهنورد در دامنه کوه نشسته اند و با یک دوربین شکاری چشم انداز را تماشا می کنند
3.1,سه مرد روی تپه ای دراز کشیده اند و به کوه ها و آسمان نگاه می کنند,سه کوهنورد در دامنه کوه نشسته اند و با یک دوربین شکاری چشم انداز را تماشا می کنند
3.7,سه مرد در دامنه کوه نشسته اند و با یک دوربین شکاری چشم انداز را تماشا می کنند,سه مرد روی تپه ای نشسته اند و به کوه ها و آسمان نگاه می کنند
4.1,یک دختر جوان در حال طناب زدن در پیاده رو نزدیک پارکینگ است,دختری در حال پیاده روی طناب در پیاده رو است
3.8,دختری در حال پیاده روی طناب در پیاده رو است,پسری در حال طناب زدن در پیاده رو نزدیک پارکینگ است
4.3,دختری در حال طناب زدن در پیاده رو نزدیک پارکینگ است,دختری در حال پیاده روی طناب در پیاده رو است
3.6,مردم شب هنگام یک آتش سوزی جمع می شوند,مردم صبح دور آتش سوزی جمع می شوند
4.3,شب ها مردم دور آتش سوزی نشسته اند,شبها چندین نفر دور آتش نشسته اند
3.4,یک سگ سفید در دریاچه ایستاده است,سگی قهوه ای در دریاچه ایستاده است
4.5,دو سگ از پارک می دوند,دو حیوان از پارک عبور می کنند
5,دو سگ به سرعت از پارک می دوند,دو سگ به سرعت از بین پارک می دوند
4.8,پسری با سرعت از یک سرسره شیب دار پایین می رود,بچه ای با سرعت از یک سرسره شیب دار پایین می رود
3.9,پسری با سرعت از یک سرسره شیب دار پایین می رود,پسری کاملا سیاه پوشیده و در حال لغزش به سمت پایین است و یک اسلاید زرد را منفجر می کند
4.4,مردی با سبیل سفید روی بالکن نشسته و به جاده زیر نگاه می کند,مردی با سبیل های سفید روی بالکن ایستاده و به جاده زیر نگاه می کند
3.7,مردی با سبیل سفید روی بالکن نشسته و به جاده زیر نگاه می کند,مردی به طاقچه بالکن تکیه داده است
2.8,زنی به طاقچه بالکن تکیه داده است,مردی با سبیل های سفید روی بالکن ایستاده و به جاده زیر نگاه می کند
4.9,یک سگ قهوه ای و سفید با باند قهوه ای و سیاه به سرعت در حال دویدن است,یک سگ قهوه ای و سفید با باند قهوه ای و سیاه خیلی سریع می دود
2.8,یک سگ سفید کوچک در حال عبور از روی یک چمنزار است,یک سگ قهوه ای و سفید با باند قهوه ای و سیاه به سرعت در حال دویدن است
3.4,یک سگ قهوه ای و سفید با باند قهوه ای و سیاه خیلی سریع می دود,یک سگ سفید کوچک در حال عبور از روی یک چمنزار است
4.2,یک سورتمه قرمز توسط یک دختر کوچک با کت سبز و یک پسر در حال راه رفتن در برف نگه داشته شده است,یک دختر کوچک با کت سبز و پسری که سورتمه ای قرمز در دست دارد در برف قدم می زنند
3.8,یک دختر کوچک با کت سبز و پسری که سورتمه ای قرمز در دست دارد در برف قدم می زنند,کودکی کت به تن دارد و یک سورتمه قرمز در نزدیکی کودک با کت سبز و سیاه به همراه دارد
3.3,پسری روی زمین نشسته است,یک کودک نوپا نشسته است
3.7,پسری روی صندلی نشسته است,کودک نوپایی روی صندلی نشسته است
3.7,پسری روی زمین نشسته است,پسری روی صندلی نشسته است
3.5,مردی در خیابان های شهر قدم می زند,زنی در خیابان های شهر قدم می زند
1.6,زنی در خیابان های شهر قدم می زند,مردی یک ژاکت سیاه بلند و یک کلاه قهوه ای به سر دارد و از کنار پارکی عبور می کند که درختان زیادی شکفته دارد
4.9,دو نفر موتور سوار هستند,دو نفر موتور سوار می شوند
2.7,دوچرخه سواران خاکی بر روی یک دنباله سوار می شوند,دو نفر موتور سوار نیستند
4.2,مردی به میله ای تکیه داده و توسط مردم احاطه شده است,مردی به میله ای تکیه داده و محاصره شده است
3.7,یک مرد خاورمیانه ای در مقابل تیر چراغ نزدیک سایر افراد ایستاده است,مردی به میله ای تکیه داده و توسط مردم احاطه شده است
4.3,یک زن و شوهر به نقشه نگاه نمی کنند,یک زن و شوهر به نقشه نگاه می کنند
3.8,یک زن و مرد در مقابل یک گالری هنری ایستاده اند و به یک نقشه نگاه می کنند,یک زن و مرد در مقابل یک گالری هنری ایستاده اند و به یک تابلوی راهنما نگاه می کنند
2.3,یک زن و مرد در مقابل یک گالری هنری ایستاده اند و به یک تابلوی راهنما نگاه می کنند,یک زن و شوهر به نقشه نگاه می کنند
